stop_id,stop_name,stop_lat,stop_lon
542,East Tregallas Rd & Patricia Ave,37.997455,-121.795069
543,East Tregallas Rd & Harbour Dr,37.996838,-121.79145
403,East Tregallas Rd & Countrywood Dr,37.995817,-121.787545
447,Davison Dr & Harris Dr,37.990445,-121.787468
449,Davison Dr & Harbour Dr,37.989615,-121.790708
448,Davison Dr & Ashburton Dr,37.987251,-121.796556
450,Davison Dr & Garrow Dr,37.98585,-121.799285
451,Davison Dr & Mountaire Dr,37.985326,-121.802808
692,Dallas Ranch Rd & Cache Peak Dr,37.970567,-121.796956
689,Dallas Ranch Rd & Mt Hamilton Dr,37.96742,-121.796942
687,Dallas Ranch Rd & Stonecrest Dr,37.962305,-121.797582
686,Prewett Ranch Dr & Mt Conness Wy,37.959934,-121.795028
684,Prewett Ranch Dr & Mokelumne Dr,37.961386,-121.789995
682,Prewett Ranch Dr & Marigold Wy,37.959706,-121.786104
680,Prewett Ranch Dr & Forty Niner Wy,37.957507,-121.779437
101,Sand Creek Rd & Deer Valley Rd,37.94952,-121.775722
452,James Donlon Blvd & Sth Royal Links Cir,37.97988,-121.810243
453,James Donlon Blvd & G St,37.980161,-121.81511
454,James Donlon Blvd & Blythe Dr,37.980346,-121.820887
347,Buchanan Rd & Balboa Ct,37.998644,-121.82313
348,Buchanan Rd & San Jose Dr,38.00039,-121.830252
349,Buchanan Rd & Delta Fair Blvd,37.998719,-121.839217
350,Buchanan Rd & Somersville Dr,37.998162,-121.842808
343,Buchanan Rd & Meadows Ave,37.998067,-121.864524
342,Buchanan Rd & Ventura Dr,37.998063,-121.868832
341,Buchanan Rd & Loveridge Rd,37.998046,-121.873138
338,East Leland Rd & Loveridge Rd,38.008477,-121.87144
130,Harbor St & Garcia Ave,38.012474,-121.885707
321,West Tregallas Rd & G St,37.997535,-121.81525
322,West Tregallas Rd & D St,37.997495,-121.808727
35,Main St & Teakwood Dr,37.997717,-121.725735
441,Ohara Ave & Acme St,37.996836,-121.714033
439,Ohara Ave & West Home St,37.994505,-121.714045
437,Ohara Ave & Francisco Villa Dr,37.991522,-121.714133
436,Main St & Laurel Rd,37.983026,-121.696048
433,Main St & West Bolton Rd,37.973361,-121.696103
432,Main St & Neroly Rd,37.968972,-121.696205
420,2nd St & Brentwood Blvd,37.936087,-121.696401
419,2nd St & Maple St,37.934377,-121.69486
415,Brentwood Blvd & Oak St,37.931545,-121.695712
666,Balfour Rd & Hudson Dr,37.925669,-121.694665
693,Balfour Rd & Griffith Ln,37.925586,-121.705982
695,Balfour Rd & Minnesota Ave,37.925512,-121.714366
697,Balfour Rd & Clearview Dr,37.925505,-121.719073
669,Fairview Ave & Central Blvd,37.933006,-121.723472
604,Fairview Ave & San Jose Ave,37.940296,-121.7232
670,Sand Creek Rd & Fairview Ave,37.944184,-121.724279
671,Sand Creek Rd & Shady Willow Ln,37.943705,-121.732405
673,Balfour Rd & John Muir Pky,37.925438,-121.739433
632,American Ave & Balfour Rd,37.922265,-121.752791
633,American Ave,37.918801,-121.756103
644,Balfour Rd & American Ave,37.925162,-121.751831
645,Balfour Rd & Ranchwood Dr,37.925174,-121.745748
646,Balfour Rd & Foothill Dr,37.925167,-121.741244
718,Shady Willow Ln & Las Montanas Ct,37.947613,-121.735486
231,Hillcrest Ave & Lone Tree Wy,37.962376,-121.75978
236,Hillcrest Ave & Country Hills Dr,37.966858,-121.759895
239,Hillcrest Ave & Laurel Rd,37.970526,-121.760364
100,Deer Valley Rd & Kaiser,37.951553,-121.778018
681,Prewett Ranch Dr & Forty Niner Wy,37.957625,-121.779145
683,Prewett Ranch Dr & Marigold Wy,37.960071,-121.786348
685,Prewett Ranch Dr & Mokelumne Dr,37.96158,-121.789798
699,Prewett Ranch Dr & Mt Conness Wy,37.960114,-121.794772
688,Dallas Ranch Rd & Stonecrest Dr,37.962504,-121.797326
690,Dallas Ranch Rd & Mt Hamilton Dr,37.96746,-121.796661
691,Dallas Ranch Rd & Cache Peak Dr,37.969732,-121.79668
711,East Tregallas Rd & Countrywood Dr,37.996201,-121.788275
456,East Tregallas Rd & Harbour Dr,37.996963,-121.791557
457,East Tregallas Rd & Patricia Ave,37.997616,-121.795375
459,Cavallo Rd & Sunset Dr,37.998469,-121.79791
460,Cavallo Rd & Gary Ave,38.000604,-121.796759
461,Cavallo Rd & Parker Ln,38.003296,-121.796708
462,East 18th St & Cavallo Rd,38.004988,-121.797203
463,East 18th St & Helmuth Ln,38.004993,-121.801304
70,A St & East 16th St,38.006161,-121.805918
74,A St & East 13th St,38.008782,-121.805925
390,West 10th St & B St,38.01125,-121.807857
388,G St & West 10th St,38.011514,-121.813729
386,G St & West 7th St,38.013237,-121.813726
159,West 4th St & H St,38.01554,-121.815392
158,West 4th St & J St,38.015539,-121.817777
290,West 4th St & O St,38.01562,-121.823263
288,West 10th St & Auto Center Dr,38.012603,-121.829715
284,Verne Roberts Cir & West 10th St,38.011951,-121.841902
279,Verne Roberts Cir & Crow Ct,38.010333,-121.840487
277,Verne Roberts Cir & Costco,38.009384,-121.83595
275,Verne Roberts Cir & Costco Way,38.009936,-121.832891
274,Auto Center Dr & Costco Way,38.008888,-121.83217
150,Auto Center Dr & Century Blvd,38.00634,-121.834819
281,Century Blvd & Century Plz,38.006362,-121.840382
283,Century Blvd & Brenden,38.008202,-121.844767
143,Loveridge Rd & East Leland Rd,38.009319,-121.870304
142,Loveridge Rd & Hwy 4,38.011095,-121.868197
141,Loveridge Rd & California Ave,38.012635,-121.864151
140,Pittsburg Antioch Hwy & Loveridge Rd,38.015361,-121.860508
124,Columbia St & East 14th St,38.020113,-121.873553
122,East 12th St & Columbia St,38.022573,-121.872916
121,East 12th St & Pine St,38.023579,-121.87655
333,West Leland Rd & Crestview Dr,38.014027,-121.896683
332,West Leland Rd & Burton Ave,38.015177,-121.900342
331,West Leland Rd & Dover Wy,38.016345,-121.905133
330,West Leland Rd & Range Rd,38.014032,-121.912547
329,West Leland Rd & John Henry Johnson Pky,38.013716,-121.918195
328,West Leland Rd & Sugartree Dr,38.015198,-121.92605
327,West Leland Rd & Jacqueline Dr,38.0156,-121.928571
326,West Leland Rd & Sugartree Dr,38.01566,-121.932678
325,West Leland Rd & Chestnut Dr,38.015533,-121.93664
324,West Leland Rd & Sth Broadway Ave,38.015465,-121.940757
394,Wilbur Ave & Orchard Ln,38.012326,-121.802203
392,Wilbur Ave & Almond St,38.012279,-121.805338
161,A St & West 6th St,38.013776,-121.806125
299,West 2nd St & West 3rd St,38.016467,-121.809116
297,West 2nd St & E St,38.016959,-121.810919
295,West 2nd St & Waldie Plz,38.016947,-121.814838
301,West 1st St & Waldie Plz,38.01768,-121.816492
293,West 2nd St & K St,38.016967,-121.818151
291,L St & West 3rd St,38.016433,-121.81985
157,L St & West 5th St,38.01511,-121.819894
156,L St & West 9th St,38.011654,-121.819898
154,Sycamore Dr & Peppertree Wy,38.004223,-121.821432
153,Sycamore Dr & Banyan Wy,38.005077,-121.825446
152,Sycamore Dr & Spanos St,38.005404,-121.827796
151,Sycamore Dr & Canal,38.005733,-121.830889
120,Harbor St & East 12th St,38.024598,-121.878977
119,Harbor St & East 10th St,38.026358,-121.878432
556,East 3rd St & Riverway Dr,38.032776,-121.8799
600,Black Diamond & East 8th St,38.029714,-121.885937
550,West 10th St & West St,38.029299,-121.890471
548,West 10th St & Beacon St,38.029525,-121.893844
547,West 10th St & Enterprise Ct,38.029541,-121.897189
544,Willow Pass Rd & Nantucket Dr,38.029577,-121.913039
108,Willow Pass Rd & Balclutha Wy,38.026826,-121.923242
98,Deer Valley Rd & Prewett Ranch Dr,37.960684,-121.778498
50,Deer Valley Rd & Lone Tree Wy,37.966525,-121.780121
97,Deer Valley Rd & Prewett Ranch Dr,37.960613,-121.778773
99,Deer Valley Rd & Prewett Ranch Dr,37.957745,-121.77811
498,Evora Rd & Mota Dr,38.024981,-121.97679
495,Evora Rd & Driftwood Dr,38.024286,-121.983026
160,West 6th St & B St,38.014106,-121.807409
123,East 10th St & Los Medanos St,38.02755,-121.883331
192,East 10th St & Los Medanos St,38.027265,-121.882841
193,Harbor St & 10th St,38.026283,-121.878767
214,West 6th St & A St,38.013985,-121.806376
