route_id_original,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,agency_raw_name,route_sort_order,min_headway_minutes,eligibility_restricted,continuous_pickup,continuous_drop_off,route_id
296-137,,296,Redwood City Transit Cente - Bayshore/Donohoe,,3,,,,SamTrans_2015_8_20,,,,,,289
297-137,,297,Redwood City Transit Ctr - Palo Alto Transit Ctr,,3,,,,SamTrans_2015_8_20,,,,,,290
397-137,,397,San Francisco - Palo Alto Transit Ctr,,3,,,,SamTrans_2015_8_20,,,,,,295
398-137,,398,San Bruno BART - Redwood City Transit Ctr,,3,,,,SamTrans_2015_8_20,,,,,,296
ECR-137,,ECR,Daly City BART - Palo Alto Transit Ctr,,3,,,,SamTrans_2015_8_20,,,,,,323
FLXP-133,,FLX,Flex Route Pacifica,,3,,,,SamTrans_2015_8_20,,,,,,324
FLXS-133,,FLX,San Carlos Flex Route,,3,,,,SamTrans_2015_8_20,,,,,,325
KX-137,,KX,SF - SFO - Redwood City Transit Ctr EXPPRESS,,3,,,,SamTrans_2015_8_20,,,,,,326
1638,247,,1,,3,http://www.soltransride.com/routes/route-mapsschedules/route-1/,E21836,FFFFFF,Soltrans_2016_5_20,0,30,,,,345
1646,247,,15,,3,http://www.soltransride.com/routes/route-mapsschedules/routes-6-7-12-14-15-17-limited-service-schedules/,58585B,FFFFFF,Soltrans_2016_5_20,0,,,,,352
1647,247,,17,,3,http://www.soltransride.com/routes/route-mapsschedules/routes-6-7-12-14-15-17-limited-service-schedules/,58585B,FFFFFF,Soltrans_2016_5_20,0,,,,,353
1639,247,,2,,3,http://www.soltransride.com/routes/route-mapsschedules/route-2/,C01489,FFFFFF,Soltrans_2016_5_20,0,30,,,,346
1875,247,,20,,3,,,,Soltrans_2016_5_20,0,60,,,,358
1640,247,,3,,3,http://www.soltransride.com/routes/route-mapsschedules/route-3/,49A942,FFFFFF,Soltrans_2016_5_20,0,30,,,,347
1641,247,,4,,3,http://www.soltransride.com/routes/route-mapsschedules/route-4/,009EC2,FFFFFF,Soltrans_2016_5_20,0,30,,,,348
1642,247,,5,,3,http://www.soltransride.com/routes/route-mapsschedules/route-5/,F68E1E,FFFFFF,Soltrans_2016_5_20,0,30,,,,349
1643,247,,6,,3,http://www.soltransride.com/routes/route-mapsschedules/route-6/,995007,FFFFFF,Soltrans_2016_5_20,0,60,,,,350
1644,247,,7,,3,http://www.soltransride.com/routes/route-mapsschedules/route-7/,005CAB,FFFFFF,Soltrans_2016_5_20,0,30,,,,351
1649,247,,78,,3,http://www.soltransride.com/routes/multizone-mapschedule/route-78/,6D2587,FFFFFF,Soltrans_2016_5_20,0,40,,,,354
1861,247,,8,,3,,00784D,FFFFFF,Soltrans_2016_5_20,0,60,,,,357
1650,247,,80,,3,http://www.soltransride.com/routes/multizone-mapschedule/route-80/,A30046,FFFFFF,Soltrans_2016_5_20,0,,,,,355
1651,247,,85,,3,http://www.soltransride.com/routes/multizone-mapschedule/route-85/,00ABA1,FFFFFF,Soltrans_2016_5_20,0,60,,,,356
1029,175,30,"Santa Rosa, Sonoma Valley",,3,http://www.sctransit.com/maps-schedules/route-30/,007238,ffffff,SonomaCounty_2015_8_18,0,,,,,362
1045,183,68,Cloverdale Shuttle,,3,http://www.sctransit.com/maps-schedules/route-68/,a16118,ffffff,SonomaCounty_2015_8_18,0,,,,,378
1079,175,67,Healdsburg Shuttle,,3,http://sctransit.com/maps-schedules/route-67/,85009b,ffffff,SonomaCounty_2015_8_18,0,,,,,387
1041,175,24,Sebastopol Shuttle,,3,http://www.sctransit.com/maps-schedules/route-24/,441261,ffffff,SonomaCounty_2015_8_18,0,,,,,374
1028,175,26,"Sebastopol, Rohnert Park, Cotati",,3,http://www.sctransit.com/maps-schedules/route-26/,9e1f63,ffffff,SonomaCounty_2015_8_18,0,,,,,361
1039,175,12,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,898989,ffffff,SonomaCounty_2015_8_18,0,,,,,372
1031,175,40,"Sonoma, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-40/,806517,ffffff,SonomaCounty_2015_8_18,0,,,,,364
1040,175,14,Northern Rohnert Park,,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,ca4f98,000000,SonomaCounty_2015_8_18,0,,,,,373
1053,175,60X,"Santa Rosa, Windsor, Healdsburg, Cloverdale",,3,http://www.sctransit.com/maps-schedules/route-60/,00bff0,000000,SonomaCounty_2015_8_18,0,,,,,386
1052,175,48X,"Santa Rosa, Rohnert Park, Petaluma",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,0f004b,ffffff,SonomaCounty_2015_8_18,0,,,,,385
1048,175,14T,"Cotati, Rohnert Park Schools",,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,ca4f98,000000,SonomaCounty_2015_8_18,0,,,,,381
1026,175,20,"Russian River Area, Forestville, Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,282828,ffffff,SonomaCounty_2015_8_18,0,,,,,359
1038,175,10,"Cotati, Rohnert Park, Sonoma State University",,3,http://www.sctransit.com/maps-schedules/route-10/,ee652e,000000,SonomaCounty_2015_8_18,0,,,,,371
1034,175,46,"Santa Rosa, Sonoma State University",,3,http://www.sctransit.com/maps-schedules/route-46/,99ff11,000000,SonomaCounty_2015_8_18,0,,,,,367
1051,175,30X,"Santa Rosa, Glen Ellen, Sonoma",,3,http://www.sctransit.com/maps-schedules/route-30/,007238,ffffff,SonomaCounty_2015_8_18,0,,,,,384
1033,175,44,"Petaluma JC, SSU, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,66308f,ffffff,SonomaCounty_2015_8_18,0,,,,,366
1043,175,32,Sonoma Valley,,3,http://www.sctransit.com/maps-schedules/route-32/,5f3817,ffffff,SonomaCounty_2015_8_18,0,,,,,376
1036,175,60,"Cloverdale, Healdsburg, Windsor, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-60/,00bff0,000000,SonomaCounty_2015_8_18,0,,,,,369
1037,175,62,"Santa Rosa, County Airport, Windsor",,3,http://www.sctransit.com/maps-schedules/route-62/,ea1d2c,ffffff,SonomaCounty_2015_8_18,0,,,,,370
1046,175,10T,"Cotati, Rohnert Park Schools",,3,http://www.sctransit.com/maps-schedules/route-10/,ee652e,000000,SonomaCounty_2015_8_18,0,,,,,379
1049,175,20X,"Russian River Area, Forestville, Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-20/,282828,ffffff,SonomaCounty_2015_8_18,0,,,,,382
1050,175,34,"Santa Rosa, Sonoma",,3,http://www.sctransit.com/maps-schedules/route-34/,0156a4,ffffff,SonomaCounty_2015_8_18,0,,,,,383
1027,175,22,"Sebastopol, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-22/,4b8dc8,000000,SonomaCounty_2015_8_18,0,,,,,360
1032,175,42,"Santa Rosa, Industry West Business Park",,3,http://www.sctransit.com/maps-schedules/route-42/,fcdd13,000000,SonomaCounty_2015_8_18,0,,,,,365
1030,175,38,"Sonoma Valley, San Rafael",,3,http://www.sctransit.com/maps-schedules/route-38/,e9098c,000000,SonomaCounty_2015_8_18,0,,,,,363
1047,175,12T,"Cotati, Rohnert Park Schools",,3,http://www.sctransit.com/maps-schedules/route-12-route-14/,898989,ffffff,SonomaCounty_2015_8_18,0,,,,,380
1035,175,48,"Petaluma, Rohnert Park, Cotati, Santa Rosa",,3,http://www.sctransit.com/maps-schedules/route-44-route-48/,0f004b,ffffff,SonomaCounty_2015_8_18,0,,,,,368
1042,175,28,"Guerneville, Monte Rio",,3,http://www.sctransit.com/maps-schedules/route-28/,dda600,000000,SonomaCounty_2015_8_18,0,,,,,375
1044,175,66,Windsor Shuttle,,3,http://www.sctransit.com/maps-schedules/route-66/,3fb44f,000000,SonomaCounty_2015_8_18,0,,,,,377
10,VTA,10,SANTA CLARA TRANSIT- METRO AIRPORT,,3,,,,VTA_2015_8_27,,,,,,411
101,VTA,101,CAMDEN & HWY 85 - PALO ALTO,,3,,,,VTA_2015_8_27,,,,,,412
102,VTA,102,SOUTH SAN JOSE - PALO ALTO,,3,,,,VTA_2015_8_27,,,,,,413
103,VTA,103,EASTRIDGE - PALO ALTO,,3,,,,VTA_2015_8_27,,,,,,414
104,VTA,104,PENITENCIA TRANS CTR - PALO ALTO,,3,,,,VTA_2015_8_27,,,,,,415
120,VTA,120,FREMONT BART - LOCKHEED MARTIN,,3,,,,VTA_2015_8_27,,,,,,416
121,VTA,121,GILROY TRANS CTR - LOCKHEED MARTIN,,3,,,,VTA_2015_8_27,,,,,,417
122,VTA,122,SOUTH SAN JOSE - LOCKHEED MARTIN,,3,,,,VTA_2015_8_27,,,,,,418
13,VTA,13,ALMADEN & MCKEAN- OHLONE/CHYNWTH,,3,,,,VTA_2015_8_27,,,,,,419
14,VTA,14,GILROY TRANS CTR - ST. LOUISE HOSP,,3,,,,VTA_2015_8_27,,,,,,420
140,VTA,140,FREMONT BART - M.COLLEGE & MONTAGUE,,3,,,,VTA_2015_8_27,,,,,,421
16,VTA,16,M.H. CIVIC CTR - BURNETT AVE,,3,,,,VTA_2015_8_27,,,,,,422
168,VTA,168,GILROY TRANS CTR - SAN JOSE DIRIDON,,3,,,,VTA_2015_8_27,,,,,,423
17,VTA,17,GILROY TRNS CTR - MNTRY & LS ANIMAS,,3,,,,VTA_2015_8_27,,,,,,424
18,VTA,18,GILROY TRANS CTR - GAVILAN COLLEGE,,3,,,,VTA_2015_8_27,,,,,,425
180,VTA,180,GREAT MALL/MAIN - FREMONT BART,,3,,,,VTA_2015_8_27,,,,,,426
181,VTA,181,SAN JOSE DIRIDON - FREMONT BART,,3,,,,VTA_2015_8_27,,,,,,427
182,VTA,182,PALO ALTO - IBM/BAILEY AVE,,3,,,,VTA_2015_8_27,,,,,,428
19,VTA,19,GILROY TRANS CTR - WREN & MANTELLI,,3,,,,VTA_2015_8_27,,,,,,429
200,VTA,200,BAYPOINTE LRT - MOUNTAIN VIEW LRT,,3,,,,VTA_2015_8_27,,,,,,430
201,VTA,201,DOWNTOWN AREA SHUTTLE (DASH),,3,,,,VTA_2015_8_27,,,,,,431
22,VTA,22,PALO ALTO - EASTRIDGE,,3,,,,VTA_2015_8_27,,,,,,432
23,VTA,23,DE ANZA COL - ALUM ROCK TRANS CTR,,3,,,,VTA_2015_8_27,,,,,,433
25,VTA,25,DE ANZA COL - ALUM ROCK TRANS CTR,,3,,,,VTA_2015_8_27,,,,,,434
26,VTA,26,SUNNYVALE/LOCKHEED - EASTRIDGE,,3,,,,VTA_2015_8_27,,,,,,435
27,VTA,27,GOOD SAM HOSP - KAISER SAN JOSE,,3,,,,VTA_2015_8_27,,,,,,436
304,VTA,304,S. SAN JOSE - SUNNYVALE TRANS CTR,,3,,,,VTA_2015_8_27,,,,,,437
31,VTA,31,EVERGREEN VALLEY COL - EASTRIDGE,,3,,,,VTA_2015_8_27,,,,,,438
32,VTA,32,SN ANTONIO SHOP CTR - STA CLARA TC,,3,,,,VTA_2015_8_27,,,,,,439
321,VTA,321,GREAT MALL/MAIN - LOCKHEED MARTIN,,3,,,,VTA_2015_8_27,,,,,,440
323,VTA,323,DE ANZA COL - DOWNTOWN SAN JOSE,,3,,,,VTA_2015_8_27,,,,,,441
328,VTA,328,ALMADEN VALLEY - LOCKHEED MARTIN,,3,,,,VTA_2015_8_27,,,,,,442
330,VTA,330,ALMADEN VALLEY - TASMAN DRIVE,,3,,,,VTA_2015_8_27,,,,,,443
34,VTA,34,SN ANTONIO SHOP CTR - DOWNTOWN MV,,3,,,,VTA_2015_8_27,,,,,,444
35,VTA,35,DNTN MTN VIEW - STANFORD SHOP CTR,,3,,,,VTA_2015_8_27,,,,,,445
37,VTA,37,WEST VALLEY COLLEGE - CAPITOL LRT,,3,,,,VTA_2015_8_27,,,,,,446
39,VTA,39,THE VILLAGES - EASTRIDGE,,3,,,,VTA_2015_8_27,,,,,,447
40,VTA,40,FOOTHILL COL - LA AVENIDA & SHOR,,3,,,,VTA_2015_8_27,,,,,,448
42,VTA,42,KAISER SJ - EVERGREEN VALLEY COL,,3,,,,VTA_2015_8_27,,,,,,449
45,VTA,45,ALUM ROCK TC - PENITENCIA CK TC,,3,,,,VTA_2015_8_27,,,,,,450
46,VTA,46,GREAT MALL - MILPITAS HIGH SCHOOL,,3,,,,VTA_2015_8_27,,,,,,451
47,VTA,47,GREAT MALL - MCCARTHY RANCH,,3,,,,VTA_2015_8_27,,,,,,452
48,VTA,48,LOS GATOS - WINCHESTER LRT,,3,,,,VTA_2015_8_27,,,,,,453
49,VTA,49,LOS GATOS - WINCHESTER LRT,,3,,,,VTA_2015_8_27,,,,,,454
51,VTA,51,DE ANZA - MOFFETT/AMES CTR,,3,,,,VTA_2015_8_27,,,,,,455
52,VTA,52,FOOTHILL COLLEGE - DWNTOWN MTN VIEW,,3,,,,VTA_2015_8_27,,,,,,456
522,VTA,522,PALO ALTO - EASTRIDGE,,3,,,,VTA_2015_8_27,,,,,,457
53,VTA,53,WV COLLEGE- SUNNYVALE TRANS CTR,,3,,,,VTA_2015_8_27,,,,,,458
54,VTA,54,DE ANZA COLLEGE - LOCKHEED,,3,,,,VTA_2015_8_27,,,,,,459
55,VTA,55,DE ANZA COLLEGE - GREAT AMERICA,,3,,,,VTA_2015_8_27,,,,,,460
57,VTA,57,WEST VALLEY COLL - GREAT AMERICA,,3,,,,VTA_2015_8_27,,,,,,461
58,VTA,58,WEST VALLEY COLLEGE - ALVISO,,3,,,,VTA_2015_8_27,,,,,,462
60,VTA,60,WINCHESTER  TC - GT AMERICA,,3,,,,VTA_2015_8_27,,,,,,463
61,VTA,61,GOOD SAM HOSP - SIERRA & PIEDMONT,,3,,,,VTA_2015_8_27,,,,,,464
62,VTA,62,GOOD SAM HOSP - SIERRA & PIEDMONT,,3,,,,VTA_2015_8_27,,,,,,465
63,VTA,63,ALMADEN EXPY - SAN JOSE STATE,,3,,,,VTA_2015_8_27,,,,,,466
64,VTA,64,ALMADEN LRT - MCKEE & WHITE,,3,,,,VTA_2015_8_27,,,,,,467
65,VTA,65,KOOSER & BLOSSOM  HILL- DNTN  S.J.,,3,,,,VTA_2015_8_27,,,,,,468
66,VTA,66,KAISER SAN JOSE - MILPITAS/DIXON,,3,,,,VTA_2015_8_27,,,,,,469
68,VTA,68,GILROY TC - SAN JOSE DIRIDON,,3,,,,VTA_2015_8_27,,,,,,470
70,VTA,70,CAPITOL LRT STN - GREAT MALL/MAIN,,3,,,,VTA_2015_8_27,,,,,,471
71,VTA,71,EASTRIDGE- GREAT MALL/MAIN,,3,,,,VTA_2015_8_27,,,,,,472
72,VTA,72,SENTER/MONTEREY - DOWNTOWN SAN JOSE,,3,,,,VTA_2015_8_27,,,,,,473
73,VTA,73,SNELL & CAPITOL - DOWNTWN SAN JOSE,,3,,,,VTA_2015_8_27,,,,,,474
77,VTA,77,EASTRIDGE - GREAT MALL/MAIN,,3,,,,VTA_2015_8_27,,,,,,475
81,VTA,81,VALLCO - SAN JOSE STATE,,3,,,,VTA_2015_8_27,,,,,,476
82,VTA,82,WESTGATE - DOWNTOWN SAN JOSE,,3,,,,VTA_2015_8_27,,,,,,477
822,VTA,822,GRAY LINE-ACE SOUTH SUNNYVALE,,3,,,,VTA_2015_8_27,,,,,,478
823,VTA,823,GREEN LINE-ACE NORTH SANTA CLARA,,3,,,,VTA_2015_8_27,,,,,,479
824,VTA,824,ORANGE LINE-ACE MOUNTAIN VIEW,,3,,,,VTA_2015_8_27,,,,,,480
825,VTA,825,PURPLE LINE-ACE WEST MILPITAS,,3,,,,VTA_2015_8_27,,,,,,481
826,VTA,826,RED LINE-ACE NORTH SUNNYVALE,,3,,,,VTA_2015_8_27,,,,,,482
827,VTA,827,YELLOW LINE-ACE S. SANTA CLARA,,3,,,,VTA_2015_8_27,,,,,,483
828,VTA,828,BROWN LINE-LIGHT RAIL,,3,,,,VTA_2015_8_27,,,,,,484
831,VTA,831,VIOLET LINE-EAST MILPITAS,,3,,,,VTA_2015_8_27,,,,,,485
88,VTA,88,VETS HOSP - MIDDLEFIELD & COLORADO,,3,,,,VTA_2015_8_27,,,,,,486
89,VTA,89,CALIFORNIA AVE CTRN-VETS HOSPITAL,,3,,,,VTA_2015_8_27,,,,,,487
900,VTA,900,OHLONE/CHYNOWETH - ALMADEN,,0,,,,VTA_2015_8_27,,,,,,488
901,VTA,901,ALUM ROCK-SANTA TERESA VIA BAYPOINT,,0,,,,VTA_2015_8_27,,,,,,489
902,VTA,902,MOUNTAIN VIEW - WINCHESTER,,0,,,,VTA_2015_8_27,,,,,,490
7146a77,tri-delta-transit,384,Antioch / Brentwood,,3,,8e93ed,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,392
2d1bf88,tri-delta-transit,383,Antioch / Oakley,,3,,909393,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,388
356b89a,tri-delta-transit,381,LMC / Pittsburg,,3,,63ce7d,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,390
c7347cd,tri-delta-transit,391,Pittsburg BART / Brentwood,,3,,f9c77c,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,397
a652b17,tri-delta-transit,380,Pittsburg BART / Antioch,,3,,0D7215,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,395
c7f28b2,tri-delta-transit,200,Martinez / Pittsburg,,3,,cea202,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,398
a2c0567,tri-delta-transit,300,Express Bart / Brentwood,,3,,a502ce,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,394
9016482,tri-delta-transit,385,Antioch / Brentwood,,3,,0eb2cc,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,393
fc4f8bf,tri-delta-transit,201,Pittsburg / Concord BART,,3,,025ace,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,401
3b29cf5,tri-delta-transit,389,Pittsburg BART / Bay Point,,3,,ffa14f,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,391
e0c3cae,tri-delta-transit,387,Pittsburg BART / Antioch,,3,,efa7d6,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,399
fc3f6b8,tri-delta-transit,390,Pittsburg BART / Antioch,,3,,824a02,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,400
2eef964,tri-delta-transit,388,Pittsburg BART / Kaiser Deer Valley,,3,,0071CA,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,389
b2fbe68,tri-delta-transit,379,Antioch Deer Valley,,3,,a9d9e8,ffffff,TriDelta-GTFS-2018-05-24_21-43-17,,,,,,396
UCT1,UCT,1,Delores,"Union Landing, Four Corners, Dyer & Union City Blvd, and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-1-effective-from-8-1-2015,3ab859,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,402
UCT2,UCT,2,Whipple,"Decoto District, Whipple Rd, Kaiser, Continues as Route 8 to Union Landing, Perry Rd, and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-2-effective-from-8-1-2015,7235f9,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,403
UCT2S,UCT,2S,Whipple Short,"Decoto District, Whipple Rd, Kaiser, and Union City BART Weekday Peak Periods Only",3,,7235f9,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,404
UCT3,UCT,3,Almaden,"Tropics, Union Landing, Continues as Route 4 to Calaveras Landing, Whipple Rd, Seven Hills, and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-3-effective-from-8-1-2015,43afff,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,405
UCT4,UCT,4,Tamarack,"Seven Hills, Whipple Rd, Calaveras Landing, Union Landing, Continues as Route 3 to Tropics and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-4-effective-from-8-1-2015,f99523,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,406
UCT5,UCT,5,Dyer,"Union Landing, Four Corners, Dyer & Union City Blvd, and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-5-effective-from-8-1-2015,fd00a6,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,407
UCT7,UCT,7,Alvarado Circulator,"Union Landing, Four Corners, Dyer & Union City Blvd, Calaveras Landing, Kaiser, and Sports Center",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-7-effective-from-8-1-2015,eed56d,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,408
UCT8,UCT,8,Alvarado-Niles,"Perry Rd, Union Landing, Kaiser, Continues as Route 2 to Whipple Rd, Decoto District, and Union City BART",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-8-effective-from-8-1-2015,3be80b,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,409
UCT9,UCT,9,Dyer Express,"Union Landing, Four Corners, Dyer & Union City Blvd, and Union City BART Weekday Peak Periods Only",3,http://www.unioncity.org/departments/transit/services/routes-schedules-effective-from-8-1-2015/route-9-effective-from-8-3-2015,fd0000,,Union_City_Transit_Aug-01-2015 to Jun-30-2017,,,,,,410
2034,267,1,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route1.pdf,89c867,000000,petalumatransit-petaluma-ca-us__11_12_15,0,,,,,518
2039,267,11,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route11.pdf,884b9d,ffffff,petalumatransit-petaluma-ca-us__11_12_15,0,60,,,,523
2036,267,2,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route2.pdf,ee1f23,ffffff,petalumatransit-petaluma-ca-us__11_12_15,0,60,,,,520
2040,267,24,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route24.pdf,f9a91b,000000,petalumatransit-petaluma-ca-us__11_12_15,0,75,,,,524
2037,267,3,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route3.pdf,36c3f2,000000,petalumatransit-petaluma-ca-us__11_12_15,0,60,,,,521
2038,267,33,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route33.pdf,1250a3,ffffff,petalumatransit-petaluma-ca-us__11_12_15,0,60,,,,522
2052,267,33M,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route33.pdf,1250a3,ffffff,petalumatransit-petaluma-ca-us__11_12_15,0,,,,,528
2051,267,33T,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route33.pdf,1250a3,ffffff,petalumatransit-petaluma-ca-us__11_12_15,0,,,,,527
2049,267,3S,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route3.pdf,36c3f2,000000,petalumatransit-petaluma-ca-us__11_12_15,0,,,,,526
2048,267,3T,,,3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route3.pdf,36c3f2,000000,petalumatransit-petaluma-ca-us__11_12_15,0,,,,,525
2035,267,5,,"Route 5, formerly named Route 1T",3,http://cityofpetaluma.net/pubworks/pdf/transitpdf/route1.pdf,FF0000,ffffff,petalumatransit-petaluma-ca-us__11_12_15,0,,,,,519
11095,869,2,Route 2,,3,,c45911,ffffff,vacavillecitycoach-2020-ca-us,,60,0,1,1,529
11097,869,4,Route 4,,3,,00b050,ffffff,vacavillecitycoach-2020-ca-us,,60,0,1,1,530
11099,869,5,Route 5,,3,,0070c0,ffffff,vacavillecitycoach-2020-ca-us,,60,0,1,1,531
11100,869,6,Route 6,,3,,663300,ffffff,vacavillecitycoach-2020-ca-us,,60,0,1,1,532
2655,392,10,Gems and Birds,,3,http://www.westcat.org/schedules/route10.html,F8C650,000000,westcat-ca-us_9_17_2015,0,,,,,533
2659,392,11,Crockett - Rodeo - Hercules,,3,http://www.westcat.org/schedules/route11cs.html,916085,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,534
2661,392,12,Trees and Flowers,,3,http://www.westcat.org/schedules/route12cs.html,789367,000000,westcat-ca-us_9_17_2015,0,,,,,535
2664,392,15,Rodeo - Hercules (Viewpointe/North Shore Business Park),,3,http://www.westcat.org/schedules/route15cs.html,4B9168,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,536
2666,392,16,Pinole Valley - Old Town Pinole - Richmond Parkway Transit Center,,3,http://www.westcat.org/schedules/route16cs.html,6C8FB8,000000,westcat-ca-us_9_17_2015,0,,,,,537
2668,392,17,BayView - Richmond Parkway Transit Center,,3,http://www.westcat.org/schedules/route17cs.html,9D8176,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,538
2670,392,18,Tara Hills - Richmond Parkway Transit Center - Hilltop Mall,,3,http://www.westcat.org/schedules/route18cs.html,4BADAD,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,539
2706,392,30Z,Hercules Transit Center - Martinez,,3,http://www.westcat.org/schedules/route30Zcs.html,426656,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,546
2674,392,C3,Hercules Transit Center - Pinole - Contra Costa College,,3,http://www.westcat.org/schedules/routeC3cs.html,183958,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,540
2689,392,JL,Hercules Transit Center - Pinole - Richmond - BART,,3,http://www.westcat.org/schedules/routeJcs.html,CE413D,000000,westcat-ca-us_9_17_2015,0,,,,,542
2702,392,JPX,Hercules Transit Center - El Cerrito del Norte BART,,3,http://www.westcat.org/schedules/routeJPXcs.html,CE413D,000000,westcat-ca-us_9_17_2015,0,,,,,545
2696,392,JR,Hercules Transit Center - Pinole - Richmond - BART,,3,http://www.westcat.org/schedules/routeJcs.html,CE413D,000000,westcat-ca-us_9_17_2015,0,,,,,543
2700,392,JX,Hercules Transit Center - El Cerrito del Norte BART,,3,http://www.westcat.org/schedules/routeJPXcs.html,CE413D,000000,westcat-ca-us_9_17_2015,0,,,,,544
2676,392,Lynx,Rodeo/Hercules/San Francisco Transbay Terminal,,3,http://www.westcat.org/schedules/routeLYNXcs.html,74262B,FFFFFF,westcat-ca-us_9_17_2015,0,,,,,541
2,SB,Harbor Bay Ferry,Harbor Bay - San Francisco Ferry Building,Ferry service between Harbor Bay and the San Francisco Ferry Building. Weekdays only.,4,http://sanfranciscobayferry.com/route/hbi/sffb,FFFFFF,000000,SF_Bay_Ferry2016_07_01,,,,,,248
1,SB,Alameda Oakland Ferry,Alameda - Oakland - San Francisco Ferry,"Ferry service between Alameda Main St, Oakland Jack London Square, the San Francisco Ferry Building, and Pier 41.",4,http://sanfranciscobayferry.com/route/alameda/sffb,FFFFFF,000000,SF_Bay_Ferry2016_07_01,,,,,,247
5,SB,South SF - East Bay Ferry,South SF - Alameda - Oakland,"Ferry service between Alameda Main St, Oakland Jack London Square, and South San Francisco at Oyster Point.",4,http://sanfranciscobayferry.com/route/ssf/sffb,FFFFFF,000000,SF_Bay_Ferry2016_07_01,,,,,,252
4,SB,South SF - SF Ferry,South San Francisco - San Francisco Ferry Building,Ferry service between South San Francisco at Oyster Point and the San Francisco Ferry Building. Weekdays only.,4,http://sanfranciscobayferry.com/route/ssf/sffb,FFFFFF,000000,SF_Bay_Ferry2016_07_01,,,,,,251
Angel Island,BG,Angel Island,San Francisco - Angel Island Ferry,,4,,,,Blue&Gold_gtfs_10_4_2017,,,,,,7
Sausalito,BG,Sausalito,San Francisco - Sausalito Ferry,,4,,,,Blue&Gold_gtfs_10_4_2017,,,,,,8
Tiburon,BG,Tiburon,San Francisco - Tiburon Ferry,,4,,,,Blue&Gold_gtfs_10_4_2017,,,,,,9
